Pclass,Age,SibSp,Parch,Fare,cell_number,Cabin_letter,Title,FamilyName,Special Agent/route,TicketBatch,SharedTicket,Male,Embarked_C,Embarked_S,Survived
2,-0.6722070344701949,0,0,-0.1712545908114476,0.29689996906364124,0.3257084499153442,0.6908803182654405,0.38342696629213485,0.2675127080719016,0,0,0,0,1,1
3,-0.09505841703481764,0,0,-0.3129114406486037,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,1,0,1,1,0,0
2,-1.9034574183323332,1,2,0.5758350079689557,0.30013580172028187,0.321044351815695,0.6940740350048074,0.4600025702798137,0.36172239963443986,0,0,0,0,1,1
3,-1.4417385243840313,5,2,1.405212736470099,0.3008568971584794,0.31828168110984684,0.5698993156479674,0.0,0.3348396601431104,1,0,1,0,1,0
3,-0.5952538854788113,0,0,-0.3129114406486037,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,1,0,1,1,0,0
1,0.635996498383327,0,0,2.8387585752893076,0.38429172510518933,0.7293994836275045,0.7210469528899575,0.38429172510518933,0.3872125393456663,0,0,0,0,0,1
1,1.1746685413230125,1,0,2.9892592335943453,1.0,0.321044351815695,0.15602635591982308,0.5993424724349624,0.3869680397468104,0,0,1,0,1,0
3,-1.980410567323717,3,2,0.5823314392626983,0.30013580172028187,0.321044351815695,0.5872832091724816,0.0,0.3869680397468104,0,0,1,0,1,0
1,0.011224475654840166,0,0,0.5745703693437738,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.6684143753226036,0,0,1,1,0,0
3,0.011224475654840166,1,1,0.03428383341417777,0.2983200672975898,0.3211062273176607,0.5568901479781666,1.0,0.37690781964466263,1,0,1,1,0,1
2,-0.05658184253912583,0,0,-0.1712545908114476,1.0,0.7931420734480223,0.7782265097636819,0.38288920056100983,0.3348396601431104,0,0,0,0,1,1
3,-0.8261133324529623,0,0,-0.27267254521516177,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38288920056100983,1,0,1,0,1,0
3,-0.9800196304357295,4,2,-0.2827766613540295,0.2983200672975898,0.3211062273176607,0.6781980590530127,0.18606003774906416,0.37690781964466263,0,0,0,0,1,1
3,-0.28744128951327674,2,0,-0.2508358741597949,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,0,0,1,0,1,0
2,0.1742776044350251,0,0,-0.1712545908114476,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3243659478759484,0,0,1,0,1,0
3,-1.056972779427113,5,2,1.405212736470099,0.29689996906364124,0.3257084499153442,0.6908803182654405,0.0,0.2675127080719016,1,1,0,0,1,0
2,-0.6722070344701949,0,0,2.55724655256046,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.0,0,0,1,0,1,0
3,-0.28744128951327674,1,0,0.0,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.37690781964466263,1,0,1,1,0,0
3,0.1742776044350251,0,0,1.8208024391934032,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,1,0,1,0,1,1
3,-0.36439443850466036,0,0,-0.29468678539255766,0.4600025702798137,0.0,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,0.011224475654840166,0,0,-0.2840412999792114,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,0.011224475654840166,0,0,-0.277362968609244,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,0,0,1,0,1,0
2,-2.224352049626403,0,2,0.629971935416811,0.3094740256361149,0.3295169549558133,0.5647576426310278,0.38429172510518933,0.3872125393456663,0,0,1,0,1,1
3,0.020371306452257813,0,0,-0.0857182454438362,0.3094740256361149,0.3295169549558133,0.7210469528899575,0.38429172510518933,0.3872125393456663,0,0,0,0,1,1
3,-0.5952538854788113,0,0,-0.23621890374887394,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.37690781964466263,0,0,1,0,1,0
3,-0.05658184253912583,0,0,-0.21456413276973182,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,0,1,0,1,1
3,0.011224475654840166,0,0,-0.2887317233732936,0.30013580172028187,0.321044351815695,0.6940740350048074,0.38429172510518933,0.3869680397468104,0,0,0,0,0,1
1,-0.13353499153050946,0,0,1.4138746448617558,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
2,-0.9800196304357295,0,0,-0.1712545908114476,0.3008568971584794,0.31828168110984684,0.6952178649171613,0.38288920056100983,0.38288920056100983,0,0,0,0,1,1
3,0.2512307534264087,3,0,0.06045145866537313,0.2983200672975898,0.3211062273176607,0.816271646256876,0.0,0.37690781964466263,0,0,0,0,1,1
3,-1.056972779427113,1,3,0.8627607234425888,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.0,0.0,1,0,1,0,1,0
3,0.011224475654840166,0,0,-0.277362968609244,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.0999189924024854,0,0,1,0,1,0
1,-0.5183007364874277,3,2,10.764404753655324,0.3008568971584794,0.31828168110984684,0.6952178649171613,0.45948116453156507,0.38262525669981057,0,1,0,0,1,1
3,-0.441347587496044,0,0,-0.277362968609244,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,0,0,1,0,1,0
3,-0.05658184253912583,0,0,-0.277362968609244,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,0,1,0,1,0
3,-0.7491601834615785,0,0,-0.2858429769246761,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
1,1.251621690314396,1,0,2.0234564479246067,0.38288920056100983,0.7487043746943587,0.15564608822049025,0.38288920056100983,0.38288920056100983,1,0,1,0,1,0
3,-0.28744128951327674,1,2,0.2650890444182662,0.3094740256361149,0.3295169549558133,0.15415052325371903,1.0,0.3243659478759484,1,0,1,0,1,0
3,2.2520126272023835,0,0,-0.3120106021758714,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,0,1,0,1,0
3,0.011224475654840166,0,0,-0.277362968609244,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,0,0,1,0,1,0
1,3.175450415098987,0,0,0.8748527475573419,1.0,0.4141138107929699,0.15415052325371903,0.38429172510518933,0.6684143753226036,0,0,1,1,0,0
1,-0.5183007364874277,0,1,2.1180141708821285,0.38429172510518933,0.6969581485886123,0.15415052325371903,0.38429172510518933,0.6684143753226036,0,0,1,1,0,1
2,0.3281839024177924,0,1,0.37011468366710554,0.3008568971584794,0.31828168110984684,0.7782265097636819,0.38288920056100983,0.38262525669981057,0,0,0,0,1,1
2,0.3281839024177924,1,0,0.5000433095419583,0.3008568971584794,0.31828168110984684,0.15564608822049025,1.0,0.38262525669981057,0,0,1,0,1,0
3,-0.13353499153050946,0,0,-0.2840412999792114,0.3094740256361149,0.3295169549558133,0.7210469528899575,0.38429172510518933,0.3872125393456663,0,0,0,0,1,0
3,0.011224475654840166,0,0,-0.2840412999792114,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.0,0.38262525669981057,0,0,1,0,1,0
1,-0.6722070344701949,0,1,2.721281442727461,1.0,0.8226128915764915,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,0,1,0,1,0
3,0.2512307534264087,0,0,-0.25119534335804866,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.0,0.3872125393456663,1,0,1,0,1,0
3,0.5590433493919433,2,0,-0.2827766613540295,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.0,0.38262525669981057,0,0,1,0,1,0
3,-0.13353499153050946,0,0,-0.2840412999792114,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,-0.6722070344701949,0,0,-0.29468678539255766,0.29689996906364124,0.3257084499153442,0.6908803182654405,0.38342696629213485,0.38770768044651477,0,0,0,0,1,1
3,0.011224475654840166,0,0,-0.2892730926477721,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.37690781964466263,0,0,1,0,1,1
3,0.635996498383327,0,0,-0.2840412999792114,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.37690781964466263,0,0,1,0,1,0
3,0.011224475654840166,1,0,0.41992065691913233,0.3008568971584794,0.31828168110984684,0.6952178649171613,0.0,0.38262525669981057,0,0,0,0,0,1
1,1.3285748393057797,0,0,1.6260914004573488,0.38429172510518933,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,-1.1724025029141887,1,0,0.0,0.2983200672975898,0.3211062273176607,0.6781980590530127,0.0,0.37690781964466263,1,0,0,1,0,0
3,-0.5952538854788113,0,0,-0.277362968609244,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,-0.7491601834615785,1,0,-0.20048853163328947,0.2983200672975898,0.3211062273176607,0.6781980590530127,0.4600025702798137,0.37690781964466263,1,0,0,0,1,0
3,-0.9800196304357295,0,0,0.00017756912202893625,0.3008568971584794,0.31828168110984684,0.6952178649171613,0.0,0.38262525669981057,1,0,0,1,0,0
3,-0.6722070344701949,0,0,-0.2827766613540295,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.37592915586711473,0,0,1,0,1,0
3,3.1369738406032948,0,0,-0.29035583119672925,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,0,1,0,0,0
2,-0.05658184253912583,1,0,0.283495599750537,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.0,0.3872125393456663,0,1,1,0,1,0
1,-0.441347587496044,0,1,10.094007691774651,1.0,0.7347466539923552,0.1535916754116356,1.0,0.6618206388069564,0,0,1,1,0,0
3,-2.134316865306484,4,2,0.7285011433719076,0.2983200672975898,0.3211062273176607,0.6781980590530127,0.18606003774906416,0.37690781964466263,0,1,0,0,1,0
2,-0.6722070344701949,2,0,2.55724655256046,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.0,0.0,0,1,1,0,1,0
3,0.011224475654840166,0,0,-0.277362968609244,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.38429172510518933,0,0,1,0,1,0
2,0.2127541789307169,1,0,0.6763477929457417,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,1,1,1,0,0
2,0.2127541789307169,0,0,-0.06298073591573695,1.0,0.6936083951287307,0.7210469528899575,0.0,0.3872125393456663,0,0,0,0,1,1
1,1.867246882245465,0,1,2.721281442727461,1.0,0.8226128915764915,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,1,1,0,1,0
3,-1.3647853753926478,1,0,-0.13913190354098817,0.2983200672975898,0.3211062273176607,0.5568901479781666,1.0,0.37690781964466263,1,1,1,1,0,1
3,0.011224475654840166,0,0,-0.29035583119672925,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,0,1,0,0,0
3,-0.441347587496044,0,0,-0.31670102556995355,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,1.0,0,0,1,0,1,1
3,0.011224475654840166,1,1,0.34232295059247453,1.0,0.38429172510518933,0.6781980590530127,1.0,0.37690781964466263,1,0,0,1,0,1
3,1.1746685413230125,0,0,-0.32392072621439955,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,0,1,0,1,0
3,0.2512307534264087,0,0,-0.2840412999792114,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,1,0,0
3,-0.7491601834615785,0,0,-0.32067251056752827,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.2116727326007034,0,0,1,0,1,0
3,1.3285748393057797,1,0,0.001983577021689412,0.29689996906364124,0.3257084499153442,0.8091580385189341,0.38342696629213485,0.08384457795314518,1,0,0,0,1,0
2,-0.05658184253912583,1,0,0.5000433095419583,0.29689996906364124,0.3257084499153442,0.8091580385189341,0.38342696629213485,0.38770768044651477,0,0,0,0,1,1
2,-0.36439443850466036,0,0,-0.06298073591573695,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.36172239963443986,0,0,1,0,1,0
2,-0.5183007364874277,0,0,0.025621925022520947,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,1.0,1,0,1,1,0,0
1,-0.8261133324529623,0,2,0.5123129027787402,1.0,0.7584015813131025,0.6908803182654405,0.38342696629213485,0.38770768044651477,0,0,0,0,1,1
1,0.5590433493919433,1,0,1.6737318966114614,0.38429172510518933,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,1,1,0,1,0
3,-1.056972779427113,0,0,-0.22683372600651378,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.3869680397468104,1,0,1,0,1,0
1,-0.441347587496044,0,0,2.8041109417226804,0.0,0.7293994836275045,0.15415052325371903,0.38429172510518933,0.6684143753226036,0,0,1,1,0,0
3,0.011224475654840166,0,2,0.03428383341417777,0.29689996906364124,0.3257084499153442,0.8091580385189341,0.0,0.38770768044651477,1,0,0,1,0,0
3,-0.5952538854788113,0,0,-0.29035583119672925,0.30013580172028187,0.321044351815695,0.6940740350048074,0.38429172510518933,0.3869680397468104,0,0,0,0,1,1
3,-0.441347587496044,1,0,0.06045145866537313,0.2983200672975898,0.3211062273176607,0.816271646256876,0.38429172510518933,0.475822511400792,0,0,0,0,1,1
3,-0.8261133324529623,0,0,-0.3336653731550135,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,0,0
2,-0.9030664814443459,0,0,-0.12794504885316332,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.38770768044651477,0,0,1,0,1,0
2,-0.8261133324529623,1,1,0.9656208855935139,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.38429172510518933,0.42303056980254633,0,0,1,0,1,0
3,-0.2104881405218931,0,0,-0.28837225417503987,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.15940237245514682,0.38262525669981057,0,0,1,0,1,1
3,-1.5956448223667985,2,2,0.8627607234425888,0.30013580172028187,0.321044351815695,0.6940740350048074,0.0,0.13916395598343173,1,1,0,0,1,0
2,0.5205667748962515,0,2,0.5000433095419583,0.5989368959182417,0.7931420734480223,0.15564608822049025,1.0,0.38262525669981057,0,0,1,0,1,0
2,0.9438090943488615,0,0,-0.06298073591573695,0.30013580172028187,0.321044351815695,0.0,0.38429172510518933,0.3869680397468104,0,0,1,0,1,0
2,1.6363874352713141,0,0,-0.08355276834592196,0.2983200672975898,0.3211062273176607,0.0,0.38429172510518933,0.38429172510518933,1,0,1,0,1,0
1,-0.5952538854788113,1,0,2.2584107130482987,0.5989368959182417,0.31828168110984684,0.7782265097636819,0.0,0.38262525669981057,0,0,0,0,1,1
3,1.9826766057325407,0,0,-0.277362968609244,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.0,0,0,1,0,1,0
3,0.828379370861786,0,2,0.001983577021689412,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.14124650578495523,1,0,1,0,1,0
3,0.011224475654840166,0,0,-0.30930375580347863,0.30013580172028187,0.321044351815695,0.15602635591982308,0.0,0.38429172510518933,0,0,1,0,1,0
1,1.6363874352713141,0,1,2.0323002563924883,0.2983200672975898,0.3211062273176607,0.1653768301207497,0.34548289818640576,0.6121788756694829,0,0,1,1,0,0
3,-1.056972779427113,0,0,-0.29107910054743263,0.3008568971584794,0.31828168110984684,0.6952178649171613,0.38288920056100983,0.38262525669981057,0,0,0,0,0,1
3,0.020371306452257813,0,0,-0.277362968609244,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.19270337952657285,0,0,1,0,1,0
3,0.011224475654840166,0,0,-0.2508358741597949,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.3872125393456663,0,0,1,0,1,0
3,0.011224475654840166,8,2,2.3861738618252373,0.3094740256361149,0.3295169549558133,0.5647576426310278,0.0,0.3243659478759484,1,0,1,0,1,0
3,1.0977153923316287,0,1,0.07127884415494427,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,0,1,0,1,0
2,0.7899027963660942,0,0,0.056120504469544724,0.3008568971584794,0.31828168110984684,0.7782265097636819,0.38288920056100983,0.3348396601431104,0,0,0,0,1,1
3,-0.28744128951327674,0,0,-0.2892730926477721,0.30013580172028187,0.321044351815695,0.15602635591982308,0.38429172510518933,0.3869680397468104,0,0,1,0,1,0
3,-0.9800196304357295,0,0,-0.2508358741597949,0.30013580172028187,0.321044351815695,0.15602635591982308,0.0,0.3869680397468104,0,0,1,0,1,0
3,-2.2112700142978676,4,1,1.092842665095974,0.3008568971584794,0.31828168110984684,0.5698993156479674,0.0,0.38262525669981057,0,1,1,0,1,0
3,-1.5956448223667985,0,2,0.26292356732035194,0.30013580172028187,0.321044351815695,0.5872832091724816,1.0,0.3869680397468104,0,0,1,0,1,1
1,0.011224475654840166,0,1,1.7560200263322014,1.0,0.7383109073342263,0.7725948393454065,0.38429172510518933,0.3869680397468104,0,0,0,0,1,1
3,1.1746685413230125,1,4,0.5823314392626983,0.2983200672975898,0.3211062273176607,0.816271646256876,0.0,0.37690781964466263,0,1,0,0,1,0
1,0.011224475654840166,0,0,0.49679509389508697,0.3094740256361149,0.3295169549558133,0.15415052325371903,0.38429172510518933,0.6684143753226036,0,0,1,0,1,0
3,-0.13353499153050946,0,0,1.8208024391934032,0.3008568971584794,0.31828168110984684,0.15564608822049025,0.38288920056100983,0.38262525669981057,1,1,1,0,1,0
1,2.4059189251851505,0,0,0.8248648742290902,0.45948116453156507,0.7820842809393246,0.15564608822049025,0.38288920056100983,0.38262525669981057,0,0,1,0,1,0
3,-1.980410567323717,4,1,0.6353856281615965,0.29689996906364124,0.3257084499153442,0.5660242127370263,0.0,0.38770768044651477,0,1,1,0,0,0
3,-2.2112700142978676,1,1,-0.14382665788926616,0.29689996906364124,0.3257084499153442,0.6908803182654405,0.39720296901563096,0.38770768044651477,0,1,0,0,1,1
3,-0.6722070344701949,0,0,-0.2827766613540295,0.29689996906364124,0.3257084499153442,0.1535916754116356,0.38342696629213485,0.37592915586711473,0,0,1,0,1,0
